sort,family_scientific,family_english,AM,AMR,E,EX,HIST,IO,MM,N,NR,NRR,OM,PM,PMR,RAR,RS,SO,VIO,VM,VN,VO,VP,VSO,VSA,red_list,status_birdlife,water_bird,strict_water_bird,ADU,common_name,scientific_name,avibaseid,wikiDataID,iNaturalisttaxonID,IUCNtaxonID,ObservationorgID,GBIFID,Clements--code,Clements--rank,Clements--scientific_name,Clements--common_name,H&M--sort,,,,,
658,Nectariniidae,Sunbirds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3684,Black-bellied Sunbird,Cinnyris nectarinioides,7C82207409E56A86,Q1312299,145174,22718043,77843,7340688,bkbsun1,species,Cinnyris nectarinioides,Black-bellied Sunbird,174-001-017-022,,,,,
659,Nectariniidae,Sunbirds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,756,Purple-banded Sunbird,Cinnyris bifasciatus,71C72002F8130AFC,Q2669185,145175,103801419,,6087859,pubsun4,species,Cinnyris bifasciatus,Purple-banded Sunbird,174-001-017-023,,,,,
660,Nectariniidae,Sunbirds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3676,Tsavo Sunbird,Cinnyris tsavoensis,17DE4B1FAC2454BB,Q3729625,145176,103801517,195069,6087853,tsasun1,species,Cinnyris tsavoensis,Tsavo Sunbird,174-001-017-024,,,,,
661,Nectariniidae,Sunbirds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3628,Violet-breasted Sunbird,Cinnyris chalcomelas,9CDA630CE02186AA,Q1923429,145177,22718012,,6087848,vibsun2,species,Cinnyris chalcomelas,Violet-breasted Sunbird,174-001-017-025,,,,,
662,Nectariniidae,Sunbirds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3626,Orange-tufted Sunbird,Cinnyris bouvieri,693FC6FDCCC96409,Q1930737,145179,22717846,,6087832,ortsun3,species,Cinnyris bouvieri,Orange-tufted Sunbird,174-001-017-027,,,,,
663,Nectariniidae,Sunbirds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3640,Shining Sunbird,Cinnyris habessinicus,C6D0CB7E6B74C977,Q2228229,145181,103803926,77805,7340666,shisun3,species,Cinnyris habessinicus,Shining Sunbird,174-001-017-029,,,,,
664,Nectariniidae,Sunbirds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,762,Variable Sunbird,Cinnyris venustus,8E9E45B501CC5280,Q2209523,145188,22717826,77798,7340636,varsun2,species,Cinnyris venustus,Variable Sunbird,174-001-017-036,,,,,
665,Nectariniidae,Sunbirds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3672,Superb Sunbird,Cinnyris superbus,7C8BC7CF0F50D34E,Q1924045,145184,22718035,77841,7340656,supsun2,species,Cinnyris superbus,Superb Sunbird,174-001-017-032,,,,,
666,Nectariniidae,Sunbirds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,754,Copper Sunbird,Cinnyris cupreus,1F21FFE9E22F56E3,Q3182685,145192,22717945,77822,7340615,copsun2,species,Cinnyris cupreus,Copper Sunbird,174-001-017-040,,,,,
667,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,804,Grosbeak Weaver,Amblyospiza albifrons,C7708C7028C1BE64,Q426384,14064,22719260,,2494005,growea1,species,Amblyospiza albifrons,Grosbeak Weaver,179-001-008-001,,,,,
668,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3830,Compact Weaver,Pachyphantes superciliosus,0405CA698E45DC3B,Q1307705,,22719054,78051,5788940,comwea1,species,Pachyphantes superciliosus,Compact Weaver,179-001-013-051,,,,,
669,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,780,White-browed Sparrow Weaver,Plocepasser mahali,94C71DF619A51A4F,Q687079,14115,22718690,77980,2492362,wbswea1,species,Plocepasser mahali,White-browed Sparrow-Weaver,179-001-003-001,,,,,
670,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3878,Chestnut-crowned Sparrow Weaver,Plocepasser superciliosus,2C504059EB6850DA,Q1930599,14112,22718695,77981,2492361,ccswea1,species,Plocepasser superciliosus,Chestnut-crowned Sparrow-Weaver,179-001-003-002,,,,,
671,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3876,Donaldson Smith's Sparrow Weaver,Plocepasser donaldsoni,5011E1236F45C8C9,Q1924681,14113,22718706,,2492360,dsswea1,species,Plocepasser donaldsoni,Donaldson-Smith's Sparrow-Weaver,179-001-003-003,,,,,
672,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3766,Rufous-tailed Weaver,Histurgops ruficauda,FD2FEFFDC3DCC4E9,Q891994,145332,22718711,77984,2492355,rutwea1,species,Histurgops ruficauda,Rufous-tailed Weaver,179-001-004-001,,,,,
673,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3952,Grey-capped Social Weaver,Pseudonigrita arnaudi,573C3683AB1AFA40,Q1301144,13872,22718718,77985,2492353,gyhsow1,species,Pseudonigrita arnaudi,Gray-headed Social-Weaver,179-001-006-001,,,,,
674,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3954,Black-capped Social Weaver,Pseudonigrita cabanisi,65856D49EB477F49,Q1302092,13873,22718725,,2492352,bcswea1,species,Pseudonigrita cabanisi,Black-capped Social-Weaver,179-001-006-002,,,,,
675,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3972,Speckle-fronted Weaver,Sporopipes frontalis,C90890A3EE512560,Q264067,13920,22718680,77978,2494084,spfwea1,species,Sporopipes frontalis,Speckle-fronted Weaver,179-001-005-002,,,,,
676,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3718,White-billed Buffalo Weaver,Bubalornis albirostris,864D4A4F697B5475,Q1305035,14144,22718662,,2494074,wbbwea1,species,Bubalornis albirostris,White-billed Buffalo-Weaver,179-001-001-001,,,,,
677,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,779,Red-billed Buffalo Weaver,Bubalornis niger,9EB5363878463D97,Q610212,14143,22718668,77976,2494073,rbbwea1,species,Bubalornis niger,Red-billed Buffalo-Weaver,179-001-001-002,,,,,
678,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3730,White-headed Buffalo Weaver,Dinemellia dinemelli,00B07B12B84745BE,Q997389,14087,22718674,77977,2493991,whbwea1,species,Dinemellia dinemelli,White-headed Buffalo-Weaver,179-001-002-001,,,,,
679,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,807,Cardinal Quelea,Quelea cardinalis,9387DC41F926CF7B,Q27075725,14007,22719120,,2493989,carque1,species,Quelea cardinalis,Cardinal Quelea,179-001-009-001,,,,,
680,Ploceidae,"Weavers, Bishops and Widowbirds",,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,806,Red-headed Quelea,Quelea erythrops,F8041931EBD03502,Q1301039,14006,22719124,78066,2493988,rehque1,species,Quelea erythrops,Red-headed Quelea,179-001-009-002,,,,,
681,Ploceidae,"Weavers, Bishops and Widowbirds",,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,805,Red-billed Quelea,Quelea quelea,2B6DE1366B1D557C,Q367327,14005,22719128,78067,2493987,rebque1,species,Quelea quelea,Red-billed Quelea,179-001-009-003,,,,,
682,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,812,Yellow-crowned Bishop,Euplectes afer,4A58452BCE614FD1,Q1300963,13974,22719164,1968,2494097,yecbis,species,Euplectes afer,Yellow-crowned Bishop,179-001-010-001,,,,,
683,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3746,Fire-fronted Bishop,Euplectes diadematus,95A724BEBE54EED7,Q3060449,13972,22719168,78074,2494093,fifbis1,species,Euplectes diadematus,Fire-fronted Bishop,179-001-010-006,,,,,
684,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3750,Black Bishop,Euplectes gierowii,CC7862AFB0AACF1B,Q1304641,13971,22719172,78075,2494100,blabis1,species,Euplectes gierowii,Black Bishop,179-001-010-003,,,,,
684.1,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Black Bishop ,Euplectes gierowii gierowii,CC7862AFB0AACF1B,Q1304641,,22719172,,2494100,,subspecies,Euplectes gierowii gierowii,,179-001-010-003-003,,,,,
684.2,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Black Bishop,Euplectes (gierowii) friederichseni,833400077E39FB44,,,,,,,subspecies,Euplectes gierowii friederichseni,,179-001-010-003-002,,,,,
685,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3754,Zanzibar Red Bishop,Euplectes nigroventris,A31AC10191D0EF2B,Q1305565,13973,22719191,78077,2494102,zanbis1,species,Euplectes nigroventris,Zanzibar Red Bishop,179-001-010-008-004,,,,,
686,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,809,Black-winged Red Bishop,Euplectes hordeaceus,7B41427333DE8280,Q1303122,13963,22719176,78076,2494101,blwbis1,species,Euplectes hordeaceus,Black-winged Bishop,179-001-010-007,,,,,
687,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,808,Southern Red Bishop,Euplectes orix,95F08BC3D30A9869,Q183396,13962,22719186,19277,2494088,redbis,species,Euplectes orix,Southern Red Bishop,179-001-010-008,,,,,
688,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3748,Northern Red Bishop,Euplectes franciscanus,3D12284957400BDC,Q645528,13966,22719181,19258,2494086,orabis1,species,Euplectes franciscanus,Northern Red Bishop,179-001-010-004,,,,,
689,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,810,Yellow Bishop,Euplectes capensis,97A73D9F336B6C67,Q1305603,13964,22719200,78079,2494099,yelbis1,species,Euplectes capensis,Yellow Bishop,179-001-010-009,,,,,
690,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,816,Fan-tailed Widowbird,Euplectes axillaris,B08FF959CC07AA01,Q1304712,13970,22719204,,2494092,fatwid1,species,Euplectes axillaris,Fan-tailed Widowbird,179-001-010-012,,,,,
691,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,815,Yellow-mantled Widowbird,Euplectes macroura,F5E0EA0D9FA85EDA,Q1305633,72851,22719209,199312,7340811,yeswid2,species,Euplectes macroura,Yellow-mantled Widowbird,179-001-010-011,,,,,
691.1,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow-mantled Widowbird,Euplectes macroura macroura ,4167B45D682E1F8C,,,,,,yemwid2,group (polytypic),Euplectes macroura macroura/conradsi,Yellow-mantled Widowbird (Yellow-mantled),179-001-010-011-002,,,,,
691.2,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow-shouldered Widowbird,Euplectes (macroura) macrocercus,4ED105CAF5F91DC1,Q27634615,718361,,,6088449,yemwid1,group (monotypic),Euplectes macroura macrocercus,Yellow-mantled Widowbird (Yellow-shouldered),179-001-010-011-001,,,,,
692,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,971,Marsh Widowbird,Euplectes hartlaubi,59E7ABE5CC676249,Q1302973,13967,22719233,78083,2494094,marwid1,species,Euplectes hartlaubi,Marsh Widowbird,179-001-010-014,,,,,
693,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,814,White-winged Widowbird,Euplectes albonotatus,749E7B3C09117C57,Q603593,13965,22719223,,2494091,whwwid1,species,Euplectes albonotatus,White-winged Widowbird,179-001-010-013,,,,,
694,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,813,Red-collared Widowbird,Euplectes ardens,F57409563E299DC9,Q1304745,13978,103810858,,2494098,recwid1,species,Euplectes ardens,Red-collared Widowbird,179-001-010-005,,,,,
695,Ploceidae,"Weavers, Bishops and Widowbirds",,,TRUE,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,818,Long-tailed Widowbird,Euplectes progne,3153FE22CA9CA8C0,Q577664,13977,22719244,26525,2494090,lotwid1,species,Euplectes progne,Long-tailed Widowbird,179-001-010-017,,,,,
696,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Near Threatened,,,,3752,Jackson’s Widowbird,Euplectes jacksoni ,8707108632C86F48,Q386742,13969,22719249,,2494089,jacwid1,species,Euplectes jacksoni,Jackson's Widowbird,179-001-010-015,,,,,
697,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,476,Baglafecht Weaver,Ploceus baglafecht,BE1FE1565971DDCA,Q743623,13805,22718761,77991,2494061,bagwea1,species,Ploceus baglafecht,Baglafecht Weaver,179-001-013-001,,,,,
698,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1065,Slender-billed Weaver,Ploceus pelzelni,36C24C3D6FFD9B32,Q842317,13821,22718770,,2494067,slbwea1,species,Ploceus pelzelni,Slender-billed Weaver,179-001-013-006,,,,,
699,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3918,Little Weaver,Ploceus luteolus,1373D3241B58A454,Q244430,13792,22718779,77995,2494045,litwea1,species,Ploceus luteolus,Little Weaver,179-001-013-008,,,,,
700,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,791,Spectacled Weaver,Ploceus ocularis,CA4839B201A218C9,Q769979,13837,22718787,77997,2494033,spewea1,species,Ploceus ocularis,Spectacled Weaver,179-001-013-009,,,,,
701,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1187,Black-necked Weaver,Ploceus nigricollis,FA1DD6271EA9FF5C,Q789977,13825,103811662,77998,2494053,blnwea1,species,Ploceus nigricollis,Black-necked Weaver,179-001-013-010,,,,,
702,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1151,Black-billed Weaver,Ploceus melanogaster,B38CE692903A8829,Q1303370,13845,22718795,,2494059,blbwea1,species,Ploceus melanogaster,Black-billed Weaver,179-001-013-012,,,,,
703,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,800,Eastern Golden Weaver,Ploceus subaureus,86BEAFA69099B36B,Q775228,13836,22718811,78003,2494012,afgwea1,species,Ploceus subaureus,African Golden-Weaver,179-001-013-015,,,,,
704,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,801,Holub's Golden Weaver,Ploceus xanthops,2D86B0D2D20C32F4,Q906551,13820,22718818,,2494027,hogwea1,species,Ploceus xanthops,Holub's Golden-Weaver,179-001-013-016,,,,,
705,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,TRUE,,,,,,,,,,,,,,Least Concern,Rare/Accidental,,,3888,Orange Weaver,Ploceus aurantius,2C42345F9666AAFF,Q1308767,13826,22718833,78006,2494028,orawea1,species,Ploceus aurantius,Orange Weaver,179-001-013-017,,,,,
706,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3914,Heuglin's Masked Weaver,Ploceus heuglini,D8E67602FE6DEB84,Q1303275,13841,22718865,,2494052,hemwea1,species,Ploceus heuglini,Heuglin's Masked-Weaver,179-001-013-018,,,,,
707,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3898,Golden Palm Weaver,Ploceus bojeri,F40197D619BDA066,Q1308664,13806,22718837,78007,2494054,gopwea1,species,Ploceus bojeri,Golden Palm Weaver,179-001-013-019,,,,,
708,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3902,Taveta Golden Weaver,Ploceus castaneiceps,2379E3EBD59FFCE6,Q287613,13811,22718841,78008,2494025,tagwea1,species,Ploceus castaneiceps,Taveta Golden-Weaver,179-001-013-020,,,,,
709,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3904,Northern Brown-throated Weaver,Ploceus castanops,F9FB02265F793323,Q1310015,13834,22718850,78010,2494016,nbtwea1,species,Ploceus castanops,Northern Brown-throated Weaver,179-001-013-022,,,,,
710,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3940,Northern Masked Weaver,Ploceus taeniopterus,6A84BDB835909FAD,Q1310295,13839,22718871,78014,2494043,nomwea1,species,Ploceus taeniopterus,Northern Masked-Weaver,179-001-013-026,,,,,
711,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,792,Lesser Masked Weaver,Ploceus intermedius,E069A0BB844E9636,Q842532,13842,22718783,77996,2494014,lesmaw1,species,Ploceus intermedius,Lesser Masked-Weaver,179-001-013-027,,,,,
712,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1153,Vitelline Masked Weaver,Ploceus vitellinus,2645EE3C2B7CF6F0,Q906542,13791,22718882,78016,2494057,vimwea1,species,Ploceus vitellinus,Vitelline Masked-Weaver,179-001-013-032,,,,,
713,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3934,Speke's Weaver,Ploceus spekei,4DC2B23C3E541A4E,Q842310,13798,22718929,,2494030,spewea2,species,Ploceus spekei,Speke's Weaver,179-001-013-033,,,,,
714,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,797,Village Weaver,Ploceus cucullatus,E8AA9E1CBACD66A4,Q1070285,13796,22718921,78021,2494058,vilwea1,species,Ploceus cucullatus,Village Weaver,179-001-013-035,,,,,
715,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1152,Vieillot's Black Weaver,Ploceus nigerrimus,2B5D181CD8E3859B,Q639676,13787,103812246,,2494063,viewea1,species,Ploceus nigerrimus,Vieillot's Weaver,179-001-013-037,,,,,
716,Ploceidae,"Weavers, Bishops and Widowbirds",,,TRUE,,,,,,,,,,,,,,,,,,,,,Endangered,Endemic,,,3912,Kilifi (Clarke’s) Weaver,Ploceus golandi,2A2CC7B3F39D6AC6,Q1311195,13816,22718945,,2494010,clawea1,species,Ploceus golandi,Clarke's Weaver,179-001-013-039,,,,,
717,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3906,Juba Weaver,Ploceus dichrocephalus,2E4A97D9C9133038,Q1310484,73256,22718956,199310,5788939,salwea1,species,Ploceus dichrocephalus,Salvadori's Weaver,179-001-013-040,,,,,
718,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3922,Yellow-backed Weaver,Ploceus melanocephalus,19D053B3A2A59558,Q998572,13793,22718949,78028,2494070,blhwea1,species,Ploceus melanocephalus,Black-headed Weaver,179-001-013-041,,,,,
719,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3916,Golden-backed Weaver,Ploceus jacksoni,DF0759C05410EDEE,Q241529,13835,22718966,,2494066,gobwea1,species,Ploceus jacksoni,Golden-backed Weaver,179-001-013-042,,,,,
720,Ploceidae,"Weavers, Bishops and Widowbirds",,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,796,Chestnut Weaver,Ploceus rubiginosus,01BFAE613EBF85A3,Q944413,13786,22718975,78032,2494071,chewea1,species,Ploceus rubiginosus,Chestnut Weaver,179-001-013-044,,,,,
721,Ploceidae,"Weavers, Bishops and Widowbirds",,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,Least Concern,,,,3944,Yellow-mantled Weaver,Ploceus tricolor,BE85C81E93158343,Q1304413,13819,22718983,78034,2494024,yemwea1,species,Ploceus tricolor,Yellow-mantled Weaver,179-001-013-046,,,,,
722,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,790,Dark-backed Weaver,Ploceus bicolor,7031228660FD7F1A,Q1317295,13788,22719017,,2494065,forwea1,species,Ploceus bicolor,Forest Weaver,179-001-013-056,,,,,
723,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,TRUE,,,,,,,,,,Least Concern,Rare/Accidental,,,3946,Weyn’s Weaver ,Ploceus weynsi,341298B9F16A78DA,Q1311031,13807,22718941,,2494047,weywea1,species,Ploceus weynsi,Weyns's Weaver,179-001-013-038,,,,,
724,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1150,Brown-capped Weaver,Ploceus insignis,C649EA573DA8BEE0,Q1311967,13823,22719040,78048,2494032,brcwea1,species,Ploceus insignis,Brown-capped Weaver,179-001-013-061,,,,,
725,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3810,Red-headed Malimbe,Malimbus rubricollis,960B56F246C8B562,Q1305588,13941,22719108,78062,2493995,rehmal1,species,Malimbus rubricollis,Red-headed Malimbe,179-001-014-008,,,,,
726,Ploceidae,"Weavers, Bishops and Widowbirds",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,793,Red-headed Weaver,Anaplectes rubriceps,BE3C45B5BA5FD276,Q727989,14148,103812581,,2494106,rehwea1,species,Anaplectes rubriceps,Red-headed Weaver,179-001-015-001,,,,,
727,Estrildidae,Waxbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3778,Black-bellied Firefinch,Lagonosticta rara,27012CC9717C71F7,Q930315,14056,22719444,78121,2493679,blbfir1,species,Lagonosticta rara,Black-bellied Firefinch,180-001-001-001,,,,,
728,Estrildidae,Waxbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3768,Bar-breasted Firefinch,Lagonosticta rufopicta,43FE47880BC93437,Q1049505,14052,22719428,78118,2493684,babfir1,species,Lagonosticta rufopicta,Bar-breasted Firefinch,180-001-001-002,,,,,
729,Estrildidae,Waxbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,837,Red-billed Firefinch,Lagonosticta senegala,B4A4E4BF42395ED1,Q560326,14051,22719440,,2493680,rebfir2,species,Lagonosticta senegala,Red-billed Firefinch,180-001-001-004,,,,,
730,Estrildidae,Waxbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,833,African Firefinch,Lagonosticta rubricata,8153E1B03AEF7224,Q1077355,14053,22731403,78122,2493687,afffin,species,Lagonosticta rubricata,African Firefinch,180-001-001-009,,,,,
731,Estrildidae,Waxbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,835,Jameson's Firefinch,Lagonosticta rhodopareia,871F32D9B5572594,Q1077362,204528,103812687,,2493683,jamfir1,species,Lagonosticta rhodopareia,Jameson's Firefinch,180-001-001-007,,,,,
732,Estrildidae,Waxbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3722,Brown Twinspot,Clytospiza monteiri,BD7558ADE97B272D,Q681730,14089,22719407,78113,2493735,brotwi1,species,Clytospiza monteiri,Brown Twinspot,180-001-002-001,,,,,
733,Estrildidae,Waxbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,829,Orange-winged Pytilia,Pytilia afra,6A1ED1C28AC69386,Q220191,14003,22719340,,2493718,orwpyt1,species,Pytilia afra,Orange-winged Pytilia,180-001-003-003,,,,,
734,Estrildidae,Waxbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,830,Green-winged Pytilia,Pytilia melba,01A3BE3CBE9C7B39,Q603124,13999,22719344,,2493716,grwpyt1,species,Pytilia melba,Green-winged Pytilia,180-001-003-005,,,,,
735,Estrildidae,Waxbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,832,Peter's Twinspot,Hypargos niveoguttatus,5049052001F0259D,Q1049484,14044,22719411,78114,2493646,pettwi1,species,Hypargos niveoguttatus,Peters's Twinspot,180-001-004-002,,,,,
736,Estrildidae,Waxbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3978,Purple Grenadier,Granatina ianthinogaster,DE689967DC62AF14,Q28920189,145337,22719504,,5845644,purgre2,species,Granatina ianthinogaster,Purple Grenadier,180-001-006-002,,,,,
737,Estrildidae,Waxbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3974,Red-cheeked Cordon-bleu,Uraeginthus bengalus,EAE77D9607CB4ACD,Q1070293,14027,22719493,,2493723,reccor,species,Uraeginthus bengalus,Red-cheeked Cordonbleu,180-001-007-002,,,,,
738,Estrildidae,Waxbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3976,Blue-capped Cordon-bleu,Uraeginthus cyanocephalus,5CAE6778D3C30572,Q731159,14030,22719499,78131,2493725,blccor1,species,Uraeginthus cyanocephalus,Blue-capped Cordonbleu,180-001-007-003,,,,,
739,Estrildidae,Waxbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1190,Red-headed Bluebill,Spermophaga ruficapilla,46A1FC775CC25283,Q539591,14084,22719403,78112,2493641,rehblu1,species,Spermophaga ruficapilla,Red-headed Bluebill,180-001-008-003,,,,,
740,Estrildidae,Waxbills,,,,,,,,,,TRUE,,,,,,,,,,,,,,Least Concern,,,,3958,Black-bellied Seed-cracker,Pyrenestes ostrinus,2CC913906306FAF2,Q854633,13925,22719384,,2493636,blbsee1,species,Pyrenestes ostrinus,Black-bellied Seedcracker,180-001-009-001,,,,,
741,Estrildidae,Waxbills,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1090,Fawn-breasted Waxbill,Estrilda paludicola,1066028B222913BE,Q1049513,13768,22719548,78140,2493657,fabwax1,species,Estrilda paludicola,Fawn-breasted Waxbill,180-001-010-005,,,,,
